ID,name,LABEL
LOC086,铜陵市枞阳县,LOC
LOC087,自然保护区域,LOC
LOC088,丹东市振兴区,LOC
LOC089,厦门市海沧区,LOC
LOC090,奉节县,LOC
LOC091,成都市天府新区成都直管区,LOC
LOC092,绵阳市,LOC
LOC093,江油市,LOC
LOC094,贵阳市息烽县,LOC
LOC095,遵义市,LOC
LOC096,红花岗区,LOC
LOC097,上海市,LOC
LOC098,宝山区,LOC
LOC099,南京市,LOC
LOC100,北京市政务服务中心,LOC
LOC101,天津市政务服务中心规划和自然资源局窗口,LOC
LOC102,石家庄石清路9号2号楼投资建设和农林资源区,LOC
LOC103,松材线虫病县级疫区,LOC
LOC104,湖州市安吉县,LOC
LOC105,芜湖市南陵县,LOC
LOC106,九江市修水县,LOC
LOC107,襄阳市樊城区,LOC
LOC108,长沙市望城区,LOC
LOC109,肇庆市德庆县,LOC
LOC110,南宁市青秀区,LOC
LOC111,城口县,LOC
LOC112,南充市高坪区,LOC
LOC113,苏州市常熟市,LOC
LOC114,杭州市西湖区,LOC
LOC115,嘉兴市,LOC
LOC116,平湖市,LOC
LOC117,海盐县,LOC
LOC118,舟山市,LOC
LOC119,普陀区,LOC
LOC120,九江市湖口县,LOC
LOC121,九江市,LOC
LOC122,彭泽县,LOC
LOC123,赣州市,LOC
LOC124,赣县区,LOC
LOC125,吉安市,LOC
LOC126,吉州区,LOC
LOC127,衡阳市石鼓区,LOC
LOC128,黔东南苗族侗族自治州凯里市,LOC
LOC129,长春市,LOC
LOC130,浦东新区,LOC
LOC131,合肥市,LOC
LOC132,济南市,LOC
LOC133,郑州市,LOC
LOC134,杭州市富阳区,LOC
LOC135,合肥市肥东县,LOC
LOC136,南昌市湾里区,LOC
LOC137,国家沙化土地封禁保护区,LOC
LOC138,国家地质公园,LOC
LOC139,地质公园,LOC
LOC140,封禁保护区,LOC
LOC141,自由贸易试验区,LOC
LOC142,国家公园和自然保护地,LOC
LOC143,草原,LOC
LOC144,集体林地,LOC
LOC145,浙江省国家级森林公园,LOC
LOC146,浙江省杭州市江干区凯旋路226号林业大厦,LOC
LOC147,北京市东城区和平里东街18号,LOC
LOC148,内蒙古自治区阿拉善右旗阿拉腾朝格国家沙化土地封禁保护区,LOC
LOC149,内蒙古自治区阿拉善右旗雅布赖,LOC
LOC150,西藏自治区萨嘎县拿果,LOC
LOC151,新疆维吾尔自治区巴楚县下河林场,LOC
LOC152,申办城市,LOC
LOC153,重点林区,LOC
LOC154,国家级森林公园,LOC
LOC155,森林公园,LOC
LOC156,祁连山,LOC
LOC157,国家级公益林,LOC
LOC158,青岛市黄岛区,LOC
LOC159,信阳市新县,LOC
LOC160,武汉市洪山区,LOC
LOC161,宁波市镇海区,LOC
LOC162,福州市仓山区,LOC
LOC163,广州市天河区,LOC
LOC164,贵港市平南县,LOC
LOC165,粮食主产省份,LOC
LOC166,石家庄市长安区,LOC
LOC167,内蒙古自治区,LOC
LOC168,通辽市科尔沁左翼后旗,LOC
LOC169,沈阳市苏家屯区,LOC
LOC170,长春市双阳区,LOC
LOC171,南京市建邺区,LOC
LOC172,合肥市瑶海区,LOC
LOC173,济南市历下区,LOC
LOC174,郑州市金水区,LOC
LOC175,襄阳市襄州区,LOC
LOC176,许昌市东城区,LOC
LOC177,北方地区,LOC
LOC178,沙尘天气多发地区,LOC
LOC179,国家沙漠公园,LOC
LOC180,县域,LOC
LOC181,省（自治区、直辖市）,LOC
LOC182,大连市沙河口区,LOC
LOC183,梧州市苍梧县,LOC
LOC184,巴南区,LOC
LOC185,自贡市富顺县,LOC
LOC186,汉中市洋县,LOC
LOC187,河南大别山国家级自然保护区,LOC
LOC188,海南五指山国家级自然保护区,LOC
LOC189,保护责任区,LOC
LOC190,山西、辽宁、浙江、河南、陕西、青海、宁夏,LOC
LOC191,山西、河南,LOC
LOC192,辽宁,LOC
LOC193,浙江,LOC
LOC194,陕西,LOC
LOC195,个别县,LOC
LOC196,青海、宁夏,LOC
LOC197,广东、广西、海南、西藏、云南省（自治区）,LOC
LOC198,河南省国有商城黄柏山林场,LOC
LOC199,旱区,LOC
LOC200,省级以下森林公园,LOC
LOC201,东北、内蒙古重点国有林区,LOC
LOC202,长江经济带,LOC
LOC203,宜林地,LOC
LOC204,辽宁省清原满族自治县,LOC
LOC205,各省,LOC
LOC206,全国,LOC
LOC207,地方,LOC
LOC208,内蒙古、吉林、龙江、大兴安岭、长白山森工,LOC
LOC209,野生动物重要栖息地,LOC
LOC210,河北省临城县,LOC
LOC211,贫困地区,LOC
LOC212,广西,LOC
LOC213,乡镇,LOC
LOC214,杭州市,LOC
LOC215,福州市,LOC
LOC216,南昌市,LOC
LOC217,青岛市,LOC
LOC218,信阳市,LOC
LOC219,武汉市,LOC
LOC220,长沙市,LOC
LOC221,沈阳市,LOC
LOC222,徐州市,LOC
LOC223,芜湖市,LOC
LOC224,自然保护区、森林公园,LOC
LOC225,河北北戴河,LOC
LOC226,辽宁铁岭莲花湖,LOC
LOC227,上海崇明西沙,LOC
LOC228,浙江丽水九龙,LOC
LOC229,江西东江源,LOC
LOC230,山东马踏湖,LOC
LOC231,河南郑州黄河,LOC
LOC232,湖北蕲春赤龙湖,LOC
LOC233,湖南宁乡金洲湖,LOC
LOC234,吉林扶余大金碑,LOC
LOC235,本辖区内,LOC
LOC236,本辖区,LOC
LOC237,上海市自贸区,LOC
LOC238,上海市静安区胶州路768号,LOC
LOC239,北京房山长沟泉水,LOC
LOC240,东北内蒙古重点国有林区,LOC
LOC241,内蒙古重点国有林区,LOC
LOC242,吉林重点国有林区,LOC
LOC243,哈尔滨市南岗区文昌街66号,LOC
LOC244,辽宁白石砬子国家级自然保护区,LOC
LOC245,长白、华北,LOC
LOC246,和平区※,LOC
LOC247,长春市长春经济开发区,LOC
LOC248,徐州市云龙区,LOC
LOC249,淮北市杜集区,LOC
LOC250,郑州市中原区,LOC
LOC251,国有林场,LOC
LOC252,省份,LOC
LOC253,东北、内蒙古,LOC
LOC254,山西省乡宁县,LOC
LOC255,中国,LOC
LOC256,沙区,LOC
LOC257,沙化土地封禁保护区,LOC
LOC258,福建等5省（自治区）,LOC
LOC259,海南省,LOC
LOC260,青海省,LOC
LOC261,山西省,LOC
LOC262,天津武清永定河故道,LOC
LOC263,采集作业区,LOC
LOC264,试点省,LOC
LOC265,核查乡镇,LOC
LOC266,天保工程区,LOC
LOC267,内蒙古、龙江、大兴安岭森工,LOC
LOC268,野生动物原材料集散地,LOC
LOC269,内蒙古、吉林、龙江、大兴安岭森工（林业）集团公司，新疆生产建设兵团林业局,LOC
LOC270,内蒙古自治区鄂尔多斯市,LOC
LOC271,生态文明基地,LOC
LOC272,香港地区,LOC
LOC273,管道中心线两侧各5米范围内,LOC
LOC274,国家级及省级自然保护区,LOC
LOC275,沙化类型区,LOC
LOC276,各试点省,LOC
LOC277,哈尔滨市丹清河林场,LOC
LOC278,边境地区,LOC
LOC279,森林防火区,LOC
LOC280,旅游景区,LOC
LOC281,景区入口,LOC
LOC282,四川马边大风顶国家级自然保护区,LOC
LOC283,马边大风顶国家级自然保护区,LOC
LOC284,日别依皆沟,LOC
LOC285,牡突罗基,LOC
LOC286,保护区,LOC
LOC287,我国南方一些省区,LOC
LOC288,江苏、浙江、安徽、福建、江西、河南、湖北、湖南、广东、广西、海南、重庆、四川、贵州、云南、陕西、甘肃、新疆、青海省、自治区、直辖市林业厅,LOC
LOC289,各省区市,LOC
LOC290,江苏,LOC
LOC291,各受灾县（市、区）,LOC
LOC292,林区,LOC
LOC293,县（市）,LOC
LOC294,南方省区,LOC
LOC295,北方省区,LOC
LOC296,南方雪灾地区,LOC
LOC297,江苏、浙江、安徽、福建、江西、河南、湖北、湖南、广东、广西、海南、重庆、四川、贵州、云南、陕西、甘肃、青海、新疆省、自治区、直辖市林业厅（局）,LOC
LOC298,全国12个省（市）,LOC
LOC299,省、地、县,LOC
LOC300,河北,LOC
LOC301,京津风沙源治理工程区县,LOC
LOC302,大兴,LOC
LOC303,东丽,LOC
LOC304,廊坊,LOC
LOC305,沈阳,LOC
LOC306,青岛,LOC
LOC307,兴平市,LOC
LOC308,丰台、朝阳,LOC
LOC309,蓟县,LOC
LOC310,固安,LOC
LOC311,山东、陕西省,LOC
LOC312,外围20公里以内,LOC
LOC313,三北及长江流域,LOC
LOC314,自然保护区土地,LOC
LOC315,南方丘陵山区,LOC
LOC316,油茶产区,LOC
LOC317,工程区,LOC
LOC318,辽宁省北票市,LOC
LOC319,各试点县,LOC
LOC320,南方省区市,LOC
LOC321,北方省区市,LOC
LOC322,沿海各省区市,LOC
LOC323,西北地区,LOC
LOC324,中国香港、澳门特别行政区,LOC
LOC325,中国台湾地区,LOC
LOC326,内蒙古、吉林、龙江、大兴安岭森工,LOC
LOC327,三北及长江中下游地区,LOC
LOC328,京津,LOC
LOC329,福建三明、黑龙江伊春,LOC
LOC330,野生动物疫源疫病多发区域、迁徙通道、野生动物集中分布等区域,LOC
LOC331,典型的森林、湿地和荒漠生态系统地带,LOC
LOC332,福建三明和黑龙江伊春,LOC
LOC333,三北和长江流域,LOC
LOC334,京津风沙源治理工程区,LOC
LOC335,森林、沙漠,LOC
LOC336,北京、天津、河北、山西、内蒙古、辽宁、吉林、黑龙江、云南、西藏、陕西、甘肃、青海、宁夏、新疆等15省（区、市）,LOC
LOC337,上海、江苏、浙江、安徽、福建、江西、山东、河南、湖北、湖南、广东、广西、海南、四川、重庆、贵州等16省（区、市）,LOC
LOC338,村屯四旁和平原农区,LOC
LOC339,林木种苗生产基地,LOC
LOC340,林木种苗基地,LOC
LOC341,《两湖一库》,LOC
LOC342,东北老工业基地振兴,LOC
LOC343,西部地区,LOC
LOC344,高海拔地区,LOC
LOC345,沿海经济发达地区,LOC
LOC346,都市,LOC
LOC347,长江流域等重点地区防护林体系工程,LOC
LOC348,工程县,LOC
LOC349,本省,LOC
LOC350,本地区,LOC
LOC351,本县,LOC
LOC352,韩国,LOC
LOC353,菲律宾,LOC
LOC354,欧盟,LOC
LOC355,全国经济林、花卉示范基地,LOC
LOC356,申报示范基地,LOC
LOC357,木材加工区,LOC
LOC358,安徽、江苏、浙江、广东及山东五省,LOC
LOC359,国有林区、国有林场、自然保护区、湿地公园、沙漠公园、森林公园、林业产业园区,LOC
LOC360,森林旅游景区,LOC
LOC361,越冬地、繁殖地、迁飞通道,LOC
LOC362,迁飞通道,LOC
LOC363,内蒙古敕勒川,LOC
LOC364,秦岭地区,LOC
LOC365,本地区、主管业务工作领域,LOC
LOC366,河北省塞罕坝机械林场,LOC
LOC367,塞罕坝机械林场,LOC
LOC368,河北省承德市围场县,LOC
LOC369,京津地区,LOC
LOC370,高寒地区,LOC
LOC371,周边地区,LOC
