ID,name,LABEL
ACT391,造林绿化工作,ACT
ACT392,灾区重建,ACT
ACT393,征占用林地服务工作,ACT
ACT394,增加的定额指标,ACT
ACT395,征占用林地审核（批）手续,ACT
ACT396,征占用林地审核（批）的服务、指导和监督等相关工作,ACT
ACT397,征占用林地的审核和临时占用林地、直接为林业生产服务工程设施占用林地的审批,ACT
ACT398,实地核查,ACT
ACT399,书面通知,ACT
ACT400,撤销该行政许可,ACT
ACT401,造林营林工作,ACT
ACT402,造林作业设计,ACT
ACT403,造林方式,ACT
ACT404,营造林工作,ACT
ACT405,中幼林抚育,ACT
ACT406,珍稀树种培育,ACT
ACT407,地方投入,ACT
ACT408,提升,ACT
ACT409,林木种子采收管理工作,ACT
ACT410,林木种子采集,ACT
ACT411,自然保护区建设,ACT
ACT412,接口服务,ACT
ACT413,森林资源现代化管理,ACT
ACT414,督查督办,ACT
ACT415,政务公开,ACT
ACT416,林业有害生物检疫工作,ACT
ACT417,林业植物检疫,ACT
ACT418,检疫工作,ACT
ACT419,部门间的交流与协作,ACT
ACT420,林业有害生物防治检疫工作,ACT
ACT421,盗伐或者滥伐林木,ACT
ACT422,森林资源保护、利用和管理情况,ACT
ACT423,破坏森林资源行为,ACT
ACT424,质量监督关口,ACT
ACT425,质量认证,ACT
ACT426,执法检查,ACT
ACT427,法制宣传,ACT
ACT428,依法行政,ACT
ACT429,行政执法管理,ACT
ACT430,执法合力,ACT
ACT431,林权改革,ACT
ACT432,农村改革,ACT
ACT433,林权改革档案管理,ACT
ACT434,统一管理,ACT
ACT435,分级负责,ACT
ACT436,集中保管,ACT
ACT437,档案管理,ACT
ACT438,林权改革工作,ACT
ACT439,规范运作,ACT
ACT440,档案的收集整理,ACT
ACT441,专人负责,ACT
ACT442,档案的保管和移交,ACT
ACT443,档案的利用服务,ACT
ACT444,退耕还林工作,ACT
ACT445,退耕还林工程,ACT
ACT446,退耕还林,ACT
ACT447,退耕还林成果,ACT
ACT448,补植补造工作,ACT
ACT449,土地变更登记和确权发证工作,ACT
ACT450,监督检查和责任追究,ACT
ACT451,项目信息反馈和统计报告工作,ACT
ACT452,交通运输,ACT
ACT453,民航运输,ACT
ACT454,铁路运输,ACT
ACT455,春季造林绿化,ACT
ACT456,全年造林绿化任务,ACT
ACT457,工作,ACT
ACT458,专项检查,ACT
ACT459,植被保护,ACT
ACT460,沙区植被保护,ACT
ACT461,会议,ACT
ACT462,普法工作,ACT
ACT463,林业法制宣传教育,ACT
ACT464,2007年全国森林资源连续清查工作,ACT
ACT465,森林资源连续清查工作,ACT
ACT466,本省连清工作的组织、领导、指挥和协调工作,ACT
ACT467,国家森林资源连续清查项目的申报工作,ACT
ACT468,技术指导、质量检查和成果统计汇总分析工作,ACT
ACT469,综合监测试点工作,ACT
ACT470,森林公园建设,ACT
ACT471,保护和利用,ACT
ACT472,推动林业建设事业发展,ACT
ACT473,商业贿赂,ACT
ACT474,组长,ACT
ACT475,日常工作,ACT
ACT476,虚报,ACT
ACT477,检查工作,ACT
ACT478,饮酒,ACT
ACT479,核查、检查,ACT
ACT480,全国营造林实绩综合核查,ACT
ACT481,考核工作,ACT
ACT482,各省评比结果,ACT
ACT483,管护队伍建设,ACT
ACT484,森林火灾预防、病虫鼠兔害防治,ACT
ACT485,抚育管护工作,ACT
ACT486,作业人员,ACT
ACT487,备案,ACT
ACT488,清点回收,ACT
ACT489,非法买卖,ACT
ACT490,事故的原因分析报告,ACT
ACT491,科技进步,ACT
ACT492,科技示范,ACT
ACT493,森林资源管护、林政执法等公益性职能,ACT
ACT494,林木种子质量的管理工作,ACT
ACT495,林木种子质量抽查结果,ACT
ACT496,美国白蛾防治任务,ACT
ACT497,森林防火扑火综合能力,ACT
ACT498,森林经营示范工作,ACT
ACT499,野生动物养殖,ACT
ACT500,农村林业实用技术培训,ACT
ACT501,林业援藏、援疆,ACT
ACT502,林业工作全局,ACT
ACT503,“三禁”,ACT
ACT504,试点,ACT
ACT505,野生动植物保护,ACT
ACT506,迹地更新,ACT
ACT507,区内资源利用活动,ACT
ACT508,10年,ACT
ACT509,森林资源二类调查,ACT
ACT510,森林功能区划,ACT
ACT511,森林采伐,ACT
ACT512,森林游憩规划,ACT
ACT513,森林防火规划,ACT
ACT514,科技攻关,ACT
ACT515,标准化建设,ACT
ACT516,2006年国家下达的工程建设任务,ACT
ACT517,局部整地造林,ACT
ACT518,抗旱造林的物资准备,ACT
ACT519,工程造林,ACT
ACT520,造林作业,ACT
ACT521,整地关、苗木关和栽植关,ACT
ACT522,抚育作业,ACT
ACT523,2006年造林绿化工作,ACT
ACT524,造林整地,ACT
ACT525,种子处理,ACT
ACT526,绿化美化工作,ACT
ACT527,林木种苗生产,ACT
ACT528,封育措施,ACT
ACT529,林业实用技术培训,ACT
ACT530,防火,ACT
ACT531,病虫害防治,ACT
ACT532,中国确认的检疫除害处理方法,ACT
ACT533,检疫除害处理方法,ACT
ACT534,除害处理、销毁处理,ACT
ACT535,占用征用国家级森林公园林地,ACT
ACT536,撤销或者改变经营范围,ACT
ACT537,合作（托管）造林,ACT
ACT538,林业开发,ACT
ACT539,社会投资造林,ACT
ACT540,林权登记发证,ACT
ACT541,防沙治沙工作,ACT
ACT542,林业综合行政执法试点,ACT
ACT543,森林防火和森林公安工作,ACT
ACT544,病虫鼠害防治的营林措施,ACT
ACT545,林木种苗生产经营活动,ACT
ACT546,生产经营假、劣种苗行为,ACT
ACT547,产权登记手续,ACT
ACT548,林业重点工程资金稽查工作,ACT
ACT549,资金管理,ACT
ACT550,法纪教育,ACT
ACT551,财务管理,ACT
ACT552,离任审计,ACT
ACT553,审计监督,ACT
ACT554,违法违纪问题,ACT
ACT555,林业综合行政执法,ACT
ACT556,自然保护区建设工程,ACT
ACT557,速生丰产用材林基地建设工程,ACT
ACT558,义务植树,ACT
ACT559,社会造林,ACT
ACT560,林业产业发展,ACT
ACT561,林地保护管理,ACT
ACT562,森林资源规划设计调查,ACT
ACT563,森林公安工作,ACT
ACT564,林木种质资源保护,ACT
ACT565,党风廉政建设和反腐败工作,ACT
ACT566,干部监督工作,ACT
ACT567,全局资金使用管理,ACT
ACT568,林业统计调查,ACT
ACT569,表彰奖励工作,ACT
ACT570,关注森林活动,ACT
ACT571,奖励,ACT
ACT572,表彰奖励,ACT
ACT573,林业工作,ACT
ACT574,书面监督检查,ACT
ACT575,不良信用公示制度,ACT
ACT576,湿地公园发展建设试点工作,ACT
ACT577,速丰林基地工程建设,ACT
ACT578,政策落实,ACT
ACT579,林业产业化经营,ACT
ACT580,舆论宣传,ACT
ACT581,农田防护林采伐更新管理,ACT
ACT582,采伐方式,ACT
ACT583,抚育,ACT
ACT584,农田防护林采伐,ACT
ACT585,伐前公示制度,ACT
ACT586,采伐作业设计,ACT
ACT587,更新任务,ACT
ACT588,沙产业发展,ACT
ACT589,农牧民增收致富,ACT
ACT590,畜禽养殖,ACT
ACT591,木材深加工,ACT
ACT592,科技进步和技术创新,ACT
ACT593,新产品研发,ACT
ACT594,报送材料的准时性,ACT
ACT595,材料全面性,ACT
ACT596,行政许可听证工作,ACT
ACT597,网上受理行政许可申请,ACT
ACT598,行政许可申请,ACT
ACT599,监督检查制度,ACT
ACT600,村屯四旁植树和农田防护林建设,ACT
ACT601,技术攻关,ACT
ACT602,异议,ACT
ACT603,种苗服务能力和执法能力,ACT
ACT604,省内调剂,ACT
ACT605,基础设施建设,ACT
ACT606,非公有制种苗生产和经营,ACT
ACT607,严重违规违纪问题,ACT
ACT608,项目、资金管理,ACT
ACT609,自查工作,ACT
ACT610,报批手续,ACT
ACT611,工程建设,ACT
ACT612,货物采购,ACT
ACT613,国库集中支付,ACT
ACT614,购置、报废、核销,ACT
ACT615,单位收费,ACT
ACT616,松材线虫病疫木加工板材定点加工企业审批,ACT
ACT617,松材线虫病防治工作,ACT
ACT618,疫木安全利用专家论证会,ACT
ACT619,普及型国外引种试种苗圃资格认定,ACT
ACT620,建设工程征占用林地审核,ACT
ACT621,林业行政执法,ACT
ACT622,全国林木种苗行政执法专项检查行动,ACT
ACT623,荒山荒地造林,ACT
ACT624,宜林荒山荒地造林任务,ACT
ACT625,封山（沙）育林,ACT
ACT626,荒山荒地造林任务,ACT
ACT627,工程营造林,ACT
ACT628,引种申请,ACT
ACT629,风险评估,ACT
ACT630,通报批评,ACT
ACT631,调控措施,ACT
ACT632,禁垦、禁牧、禁樵,ACT
ACT633,沙化土地监测和工程检查验收,ACT
ACT634,科教兴林和依法治林,ACT
ACT635,年检,ACT
ACT636,整改,ACT
ACT637,沟通信息汇总情况,ACT
ACT638,值班员,ACT
ACT639,每日情况报告,ACT
ACT640,值班制度,ACT
ACT641,车辆保障,ACT
ACT642,生活保障,ACT
ACT643,消毒保障,ACT
ACT644,动物防疫、检疫,ACT
ACT645,复查申请,ACT
ACT646,林业生态建设工程,ACT
ACT647,工程作业设计,ACT
ACT648,年度检查,ACT
ACT649,终期验收,ACT
ACT650,月报制度,ACT
ACT651,培训工作,ACT
ACT652,营造林质量的考核,ACT
ACT653,全国营造林实绩综合核查结果,ACT
ACT654,全国造林绿化树种种苗品种鉴别,ACT
ACT655,本辖区主要造林绿化树种种苗品种鉴别,ACT
ACT656,全国林业厅局长座谈会,ACT
ACT657,审查同意,ACT
ACT658,勘查、开采矿藏项目,ACT
ACT659,林业生产服务,ACT
ACT660,补偿协议,ACT
ACT661,森林植被措施,ACT
ACT662,热处理,ACT
ACT663,除害处理,ACT
ACT664,合同订购的生产供应方式,ACT
ACT665,上报跟踪制度,ACT
ACT666,出口前,ACT
ACT667,抽查和检疫,ACT
ACT668,2002年2月20日,ACT
ACT669,全国鸟类环志,ACT
ACT670,商品材采伐限额,ACT
ACT671,考核结果,ACT
ACT672,核查,ACT
ACT673,听证,ACT
ACT674,听证申请,ACT
ACT675,采条作业,ACT
ACT676,林业行政处罚听证,ACT
ACT677,听证制度,ACT
ACT678,林业行政执法程序,ACT
ACT679,听证程序,ACT
ACT680,临时紧急检疫措施,ACT
ACT681,处理,ACT
ACT682,林木种子生产、经营许可证的审核、发放和管理工作,ACT
ACT683,财务收支,ACT
ACT684,任期经济责任审计,ACT
ACT685,财政收支预算,ACT
ACT686,招标代理服务,ACT
ACT687,招标代理服务收费,ACT
ACT688,基地建设,ACT
ACT689,有害生物风险分析,ACT
ACT690,管理,ACT
ACT691,工程核查验收,ACT
ACT692,复查,ACT
ACT693,隔离引种试验,ACT
ACT694,批准,ACT
ACT695,放生外来物种,ACT
ACT696,销毁,ACT
ACT697,一事一批的审批管理制度,ACT
ACT698,检疫,ACT
ACT699,监管,ACT
ACT700,疫情监测,ACT
ACT701,境外疫情调查和预检工作,ACT
ACT702,疫木管理,ACT
ACT703,发布施行,ACT
ACT704,2001年1月1日,ACT
ACT705,贷款担保,ACT
ACT706,乱摊派、乱集资和乱收费,ACT
ACT707,行政处罚案件,ACT
ACT708,监测预警,ACT
ACT709,隐患排查治理,ACT
ACT710,应急管理,ACT
ACT711,全国森林资源清查,ACT
ACT712,林业碳汇交易,ACT
ACT713,中国森林资源核算研究,ACT
ACT714,安全生产大检查,ACT
ACT715,交叉检查、集中整治,ACT
ACT716,暗查暗访、随机抽查、突击检查、交叉检查、“回头看”检查,ACT
ACT717,野生动物收容安置,ACT
ACT718,鸟类保护工作,ACT
ACT719,鸟类保护,ACT
ACT720,鸟类保护属地管理责任,ACT
ACT721,种群动态监测,ACT
ACT722,观鸟和拍鸟,ACT
ACT723,鸟类收容救护,ACT
ACT724,保护鸟类,ACT
ACT725,科研与管理信息交流与协作互动机制,ACT
ACT726,生态扶贫,ACT
ACT727,国际交流合作,ACT
ACT728,栖息地保护,ACT
ACT729,安全生产检查,ACT
ACT730,值班值守工作,ACT
ACT731,森林认证的组织、协调与管理工作,ACT
ACT732,森林认证实践,ACT
ACT733,宣传推广、能力建设、信息汇总与发布,ACT
ACT734,监督、规范,ACT
ACT735,森林认证活动,ACT
ACT736,国家标准化进程,ACT
ACT737,国际互认与对接,ACT
ACT738,互认,ACT
